Giver	Year	Recipient	Points
France	1998	United Kingdom	3
France	1998	Netherlands	5
France	1998	Belgium	7
France	1999	Belgium	2
France	1999	Croatia	7
France	1999	Slovenia	1
France	1999	Turkey	5
France	1999	Sweden	3
France	1999	Portugal	12
France	1999	Israel	10
France	1999	Germany	8
France	1999	Bosnia-Herzegovina	6
France	1999	Estonia	4
France	2000	Israel	6
France	2000	Netherlands	2
France	2000	Russia	5
France	2000	Denmark	7
France	2000	Germany	10
France	2000	Croatia	8
France	2000	Sweden	1
France	2000	Latvia	3
France	2000	Turkey	12
France	2000	Ireland	4
France	2001	Israel	10
France	2001	Sweden	2
France	2001	Portugal	12
France	2001	Spain	5
France	2001	Turkey	7
France	2001	Slovenia	1
France	2001	Germany	6
France	2001	Estonia	8
France	2001	Greece	3
France	2001	Denmark	4
France	2002	United Kingdom	1
France	2002	Spain	12
France	2002	Israel	10
France	2002	Switzerland	3
France	2002	Belgium	2
France	2002	Turkey	7
France	2002	Malta	6
France	2002	Romania	4
France	2002	Slovenia	5
France	2002	Latvia	8
France	2003	Iceland	1
France	2003	Turkey	10
France	2003	Portugal	6
France	2003	Russia	7
France	2003	Israel	8
France	2003	Norway	3
France	2003	Poland	5
France	2003	Belgium	12
France	2003	Romania	4
France	2003	Sweden	2
France	2004	Spain	8
France	2004	Austria	4
France	2004	Serbia & Montenegro	10
France	2004	Germany	7
France	2004	Albania	1
France	2004	Ukraine	2
France	2004	Greece	6
France	2004	Cyprus	5
France	2004	Turkey	12
France	2004	Sweden	3
France	2005	Hungary	3
France	2005	Malta	7
France	2005	Romania	5
France	2005	Turkey	12
France	2005	Moldova	2
France	2005	Albania	1
France	2005	Spain	4
France	2005	Israel	10
France	2005	Serbia & Montenegro	6
France	2005	Greece	8
France	2006	Israel	4
France	2006	Russia	2
France	2006	Romania	7
France	2006	Bosnia-Herzegovina	6
France	2006	Greece	5
France	2006	Finland	8
France	2006	Ireland	1
France	2006	Sweden	3
France	2006	Turkey	12
France	2006	Armenia	10
France	2007	Serbia	8
France	2007	Ukraine	4
France	2007	Russia	2
France	2007	Turkey	12
France	2007	Bulgaria	5
France	2007	Greece	3
France	2007	Armenia	10
France	2007	Bosnia-Herzegovina	1
France	2007	Romania	7
France	2007	Spain	6
France	2008	Romania	4
France	2008	Armenia	12
France	2008	Bosnia-Herzegovina	2
France	2008	Israel	6
France	2008	Turkey	10
France	2008	Portugal	8
France	2008	Greece	3
France	2008	Spain	5
France	2008	Serbia	7
France	2008	Russia	1
France	2009	Israel	10
France	2009	Sweden	2
France	2009	Portugal	7
France	2009	Armenia	6
France	2009	Azerbaijan	1
France	2009	Denmark	5
France	2009	Germany	3
France	2009	Turkey	12
France	2009	Norway	8
France	2009	United Kingdom	4
France	2010	Bosnia-Herzegovina	5
France	2010	Belgium	7
France	2010	Serbia	10
France	2010	Greece	4
France	2010	Turkey	12
France	2010	Ukraine	2
France	2010	Armenia	6
France	2010	Germany	3
France	2010	Portugal	8
France	2010	Israel	1
Georgia	2007	Serbia	6
Georgia	2007	Ukraine	10
Georgia	2007	Russia	7
Georgia	2007	Turkey	2
Georgia	2007	Belarus	8
Georgia	2007	Greece	4
Georgia	2007	Armenia	12
Georgia	2007	Hungary	5
Georgia	2007	Moldova	3
Georgia	2007	Macedonia	1
Georgia	2008	Armenia	12
Georgia	2008	Israel	3
Georgia	2008	Croatia	1
Georgia	2008	Turkey	6
Georgia	2008	Latvia	2
Georgia	2008	Ukraine	10
Georgia	2008	Azerbaijan	7
Georgia	2008	Greece	4
Georgia	2008	Russia	8
Georgia	2008	Norway	5
Georgia	2010	Azerbaijan	8
Georgia	2010	Spain	2
Georgia	2010	Norway	6
Georgia	2010	Moldova	1
Georgia	2010	Belarus	12
Georgia	2010	United Kingdom	3
Georgia	2010	Turkey	5
Georgia	2010	Ukraine	7
Georgia	2010	Armenia	10
Georgia	2010	Israel	4
Germany	1975	Netherlands	8
Germany	1975	Switzerland	6
Germany	1975	Yugoslavia	2
Germany	1975	United Kingdom	10
Germany	1975	Belgium	7
Germany	1975	Israel	1
Germany	1975	Monaco	3
Germany	1975	Finland	12
Germany	1975	Spain	5
Germany	1975	Italy	4
Germany	1976	United Kingdom	8
Germany	1976	Switzerland	5
Germany	1976	Israel	3
Germany	1976	Ireland	1
Germany	1976	Netherlands	4
Germany	1976	Finland	6
Germany	1976	Austria	10
Germany	1976	Monaco	7
Germany	1976	France	12
Germany	1976	Yugoslavia	2
Germany	1977	Ireland	5
Germany	1977	Monaco	6
Germany	1977	Portugal	1
Germany	1977	United Kingdom	10
Germany	1977	Greece	4
Germany	1977	Sweden	2
Germany	1977	Spain	7
Germany	1977	Italy	3
Germany	1977	Belgium	8
Germany	1977	France	12
Germany	1978	Ireland	5
Germany	1978	Italy	2
Germany	1978	France	10
Germany	1978	United Kingdom	8
Germany	1978	Switzerland	6
Germany	1978	Belgium	3
Germany	1978	Netherlands	4
Germany	1978	Monaco	7
Germany	1978	Israel	12
Germany	1978	Austria	1
Germany	1979	Portugal	4
Germany	1979	Denmark	10
Germany	1979	Ireland	6
Germany	1979	Finland	5
Germany	1979	Greece	2
Germany	1979	Switzerland	7
Germany	1979	Belgium	1
Germany	1979	Netherlands	3
Germany	1979	United Kingdom	8
Germany	1979	Spain	12
Germany	1980	Austria	4
Germany	1980	Italy	7
Germany	1980	Denmark	5
Germany	1980	Sweden	2
Germany	1980	Switzerland	10
Germany	1980	Norway	6
Germany	1980	United Kingdom	3
Germany	1980	Portugal	1
Germany	1980	Netherlands	8
Germany	1980	Ireland	12
Germany	1981	Luxembourg	5
Germany	1981	Denmark	1
Germany	1981	France	12
Germany	1981	Netherlands	3
Germany	1981	Ireland	6
Germany	1981	United Kingdom	4
Germany	1981	Portugal	8
Germany	1981	Greece	2
Germany	1981	Switzerland	7
Germany	1981	Sweden	10
Germany	1982	Luxembourg	8
Germany	1982	Norway	10
Germany	1982	United Kingdom	1
Germany	1982	Cyprus	6
Germany	1982	Sweden	2
Germany	1982	Belgium	4
Germany	1982	Spain	7
Germany	1982	Israel	12
Germany	1982	Netherlands	5
Germany	1982	Ireland	3
Germany	1983	France	4
Germany	1983	Norway	1
Germany	1983	United Kingdom	3
Germany	1983	Sweden	12
Germany	1983	Finland	7
Germany	1983	Netherlands	2
Germany	1983	Yugoslavia	6
Germany	1983	Cyprus	5
Germany	1983	Israel	10
Germany	1983	Luxembourg	8
Germany	1984	Sweden	12
Germany	1984	Norway	2
Germany	1984	United Kingdom	7
Germany	1984	Belgium	4
Germany	1984	Ireland	10
Germany	1984	Denmark	5
Germany	1984	Yugoslavia	3
Germany	1984	Finland	1
Germany	1984	Italy	6
Germany	1984	Portugal	8
Germany	1985	Ireland	4
Germany	1985	Denmark	6
Germany	1985	Turkey	2
Germany	1985	Israel	7
Germany	1985	Norway	12
Germany	1985	United Kingdom	5
Germany	1985	Switzerland	1
Germany	1985	Sweden	8
Germany	1985	Austria	10
Germany	1985	Luxembourg	3
Germany	1986	Luxembourg	12
Germany	1986	Norway	6
Germany	1986	United Kingdom	5
Germany	1986	Netherlands	10
Germany	1986	Turkey	8
Germany	1986	Belgium	1
Germany	1986	Austria	2
Germany	1986	Sweden	4
Germany	1986	Denmark	7
Germany	1986	Finland	3
Germany	1987	Norway	7
Germany	1987	Israel	8
Germany	1987	Iceland	10
Germany	1987	Belgium	4
Germany	1987	Italy	12
Germany	1987	Portugal	2
Germany	1987	France	5
Germany	1987	Cyprus	3
Germany	1987	Finland	1
Germany	1987	Ireland	6
Germany	1988	United Kingdom	10
Germany	1988	Turkey	8
Germany	1988	Netherlands	6
Germany	1988	Israel	5
Germany	1988	Switzerland	12
Germany	1988	Ireland	7
Germany	1988	Denmark	4
Germany	1988	Norway	1
Germany	1988	Italy	2
Germany	1988	France	3
Germany	1989	Italy	7
Germany	1989	Israel	3
Germany	1989	Ireland	4
Germany	1989	Netherlands	6
Germany	1989	United Kingdom	12
Germany	1989	Sweden	8
Germany	1989	Austria	5
Germany	1989	France	2
Germany	1989	Spain	10
Germany	1989	Yugoslavia	1
Germany	1990	Spain	12
Germany	1990	Belgium	8
Germany	1990	Turkey	5
Germany	1990	Luxembourg	3
Germany	1990	United Kingdom	1
Germany	1990	Israel	4
Germany	1990	France	10
Germany	1990	Ireland	7
Germany	1990	Sweden	2
Germany	1990	Italy	6
Germany	1991	Iceland	5
Germany	1991	Malta	10
Germany	1991	Switzerland	6
Germany	1991	Luxembourg	3
Germany	1991	Sweden	12
Germany	1991	France	8
Germany	1991	Ireland	2
Germany	1991	Norway	4
Germany	1991	Spain	7
Germany	1991	Cyprus	1
Germany	1992	Israel	4
Germany	1992	France	3
Germany	1992	Portugal	8
Germany	1992	Iceland	6
Germany	1992	United Kingdom	12
Germany	1992	Ireland	10
Germany	1992	Denmark	5
Germany	1992	Italy	1
Germany	1992	Yugoslavia	2
Germany	1992	Netherlands	7
Germany	1993	Switzerland	12
Germany	1993	Greece	2
Germany	1993	Belgium	3
Germany	1993	Malta	4
Germany	1993	Portugal	1
Germany	1993	Sweden	8
Germany	1993	Ireland	5
Germany	1993	United Kingdom	6
Germany	1993	Netherlands	7
Germany	1993	Norway	10
Germany	1994	Sweden	5
Germany	1994	Ireland	12
Germany	1994	United Kingdom	4
Germany	1994	Malta	3
Germany	1994	Norway	2
Germany	1994	Greece	1
Germany	1994	Hungary	7
Germany	1994	Russia	6
Germany	1994	Poland	10
Germany	1994	France	8
Germany	1995	Ireland	1
Germany	1995	Norway	4
Germany	1995	Spain	6
Germany	1995	France	8
Germany	1995	Cyprus	3
Germany	1995	Sweden	12
Germany	1995	Denmark	7
Germany	1995	Slovenia	5
Germany	1995	Israel	10
Germany	1995	Malta	2
Germany	1997	Cyprus	5
Germany	1997	Turkey	12
Germany	1997	Ireland	8
Germany	1997	Italy	4
Germany	1997	Spain	2
Germany	1997	Poland	6
Germany	1997	Estonia	7
Germany	1997	Bosnia-Herzegovina	3
Germany	1997	Croatia	1
Germany	1997	United Kingdom	10
Germany	1998	Croatia	10
Germany	1998	Poland	5
Germany	1998	Israel	7
Germany	1998	Malta	8
Germany	1998	Ireland	2
Germany	1998	United Kingdom	1
Germany	1998	Netherlands	6
Germany	1998	Belgium	4
Germany	1998	Norway	3
Germany	1998	Turkey	12
Germany	1999	Croatia	10
Germany	1999	Turkey	12
Germany	1999	Poland	4
Germany	1999	Iceland	3
Germany	1999	Sweden	2
Germany	1999	Austria	5
Germany	1999	Israel	7
Germany	1999	Malta	1
Germany	1999	Bosnia-Herzegovina	8
Germany	1999	Estonia	6
Germany	2000	Netherlands	1
Germany	2000	Estonia	5
Germany	2000	Malta	3
Germany	2000	Russia	4
Germany	2000	Denmark	12
Germany	2000	Croatia	6
Germany	2000	Sweden	8
Germany	2000	Latvia	7
Germany	2000	Turkey	10
Germany	2000	Austria	2
Germany	2001	Croatia	3
Germany	2001	France	6
Germany	2001	Turkey	7
Germany	2001	United Kingdom	2
Germany	2001	Slovenia	4
Germany	2001	Poland	5
Germany	2001	Estonia	10
Germany	2001	Malta	1
Germany	2001	Greece	8
Germany	2001	Denmark	12
Germany	2002	United Kingdom	8
Germany	2002	Spain	7
Germany	2002	Croatia	3
Germany	2002	Estonia	4
Germany	2002	Israel	5
Germany	2002	Switzerland	2
Germany	2002	France	6
Germany	2002	Malta	10
Germany	2002	Romania	1
Germany	2002	Latvia	12
Germany	2003	Iceland	1
Germany	2003	Austria	2
Germany	2003	Turkey	10
Germany	2003	Russia	8
Germany	2003	Greece	5
Germany	2003	Norway	7
Germany	2003	Poland	12
Germany	2003	Belgium	6
Germany	2003	Romania	4
Germany	2003	Sweden	3
Germany	2004	Spain	2
Germany	2004	Serbia & Montenegro	10
Germany	2004	Albania	5
Germany	2004	Ukraine	6
Germany	2004	Croatia	1
Germany	2004	Greece	7
Germany	2004	Poland	4
Germany	2004	Cyprus	8
Germany	2004	Turkey	12
Germany	2004	Sweden	3
Germany	2005	Malta	8
Germany	2005	Turkey	10
Germany	2005	Moldova	1
Germany	2005	Israel	5
Germany	2005	Serbia & Montenegro	3
Germany	2005	Denmark	6
Germany	2005	Croatia	2
Germany	2005	Greece	12
Germany	2005	Switzerland	4
Germany	2005	Latvia	7
Germany	2006	Russia	6
Germany	2006	Romania	5
Germany	2006	Bosnia-Herzegovina	7
Germany	2006	Lithuania	1
Germany	2006	Greece	8
Germany	2006	Finland	10
Germany	2006	Croatia	2
Germany	2006	Ireland	4
Germany	2006	Turkey	12
Germany	2006	Armenia	3
Germany	2007	Serbia	8
Germany	2007	Ukraine	5
Germany	2007	Russia	6
Germany	2007	Turkey	12
Germany	2007	Bulgaria	4
Germany	2007	Greece	10
Germany	2007	Armenia	2
Germany	2007	Hungary	7
Germany	2007	Bosnia-Herzegovina	3
Germany	2007	Finland	1
Germany	2008	Armenia	6
Germany	2008	Bosnia-Herzegovina	5
Germany	2008	Israel	3
Germany	2008	Croatia	2
Germany	2008	Turkey	10
Germany	2008	Portugal	4
Germany	2008	Azerbaijan	1
Germany	2008	Greece	12
Germany	2008	Serbia	8
Germany	2008	Russia	7
Germany	2009	France	3
Germany	2009	Iceland	7
Germany	2009	Greece	6
Germany	2009	Russia	5
Germany	2009	Bosnia-Herzegovina	2
Germany	2009	Malta	4
Germany	2009	Estonia	1
Germany	2009	Turkey	10
Germany	2009	Norway	12
Germany	2009	United Kingdom	8
Germany	2010	Belgium	12
Germany	2010	Serbia	5
Germany	2010	Ireland	2
Germany	2010	Greece	8
Germany	2010	Turkey	10
Germany	2010	Albania	1
Germany	2010	Iceland	4
Germany	2010	France	3
Germany	2010	Armenia	7
Germany	2010	Portugal	6
Greece	1976	United Kingdom	12
Greece	1976	Switzerland	2
Greece	1976	Ireland	8
Greece	1976	Netherlands	7
Greece	1976	Spain	1
Greece	1976	Italy	10
Greece	1976	Austria	6
Greece	1976	Portugal	4
Greece	1976	France	5
Greece	1976	Yugoslavia	3
Greece	1977	Ireland	10
Greece	1977	Monaco	12
Greece	1977	Netherlands	1
Greece	1977	Austria	3
Greece	1977	Germany	8
Greece	1977	Switzerland	6
Greece	1977	Spain	4
Greece	1977	Finland	2
Greece	1977	Belgium	5
Greece	1977	France	7
Greece	1978	Ireland	10
Greece	1978	Italy	2
Greece	1978	France	8
Greece	1978	Spain	6
Greece	1978	United Kingdom	3
Greece	1978	Belgium	12
Greece	1978	Germany	7
Greece	1978	Monaco	4
Greece	1978	Luxembourg	1
Greece	1978	Israel	5
Greece	1979	Denmark	12
Greece	1979	Ireland	10
Greece	1979	Finland	7
Greece	1979	Switzerland	2
Greece	1979	Israel	4
Greece	1979	France	8
Greece	1979	Luxembourg	5
Greece	1979	Netherlands	3
Greece	1979	Sweden	1
Greece	1979	Spain	6
Greece	1980	Austria	1
Greece	1980	Italy	2
Greece	1980	Denmark	4
Greece	1980	Sweden	10
Greece	1980	Portugal	5
Greece	1980	Netherlands	6
Greece	1980	France	7
Greece	1980	Ireland	12
Greece	1980	Spain	8
Greece	1980	Belgium	3
Greece	1981	Germany	5
Greece	1981	Yugoslavia	2
Greece	1981	France	8
Greece	1981	Netherlands	3
Greece	1981	Ireland	10
Greece	1981	United Kingdom	6
Greece	1981	Portugal	1
Greece	1981	Belgium	7
Greece	1981	Cyprus	12
Greece	1981	Switzerland	4
Greece	1983	France	7
Greece	1983	United Kingdom	5
Greece	1983	Sweden	10
Greece	1983	Italy	2
Greece	1983	Finland	8
Greece	1983	Yugoslavia	6
Greece	1983	Germany	1
Greece	1983	Israel	3
Greece	1983	Austria	4
Greece	1983	Luxembourg	12
Greece	1985	Finland	10
Greece	1985	Cyprus	8
Greece	1985	Spain	6
Greece	1985	France	12
Greece	1985	Portugal	7
Greece	1985	Israel	2
Greece	1985	Norway	1
Greece	1985	United Kingdom	4
Greece	1985	Switzerland	3
Greece	1985	Austria	5
Greece	1987	Austria	7
Greece	1987	Iceland	6
Greece	1987	Portugal	5
Greece	1987	Spain	10
Greece	1987	Netherlands	3
Greece	1987	France	4
Greece	1987	Cyprus	12
Greece	1987	Finland	1
Greece	1987	Denmark	8
Greece	1987	Yugoslavia	2
Greece	1988	United Kingdom	6
Greece	1988	Spain	8
Greece	1988	Netherlands	12
Greece	1988	Israel	3
Greece	1988	Switzerland	10
Greece	1988	Norway	7
Greece	1988	Luxembourg	2
Greece	1988	France	5
Greece	1988	Portugal	1
Greece	1988	Yugoslavia	4
Greece	1989	Italy	4
Greece	1989	Netherlands	1
Greece	1989	United Kingdom	2
Greece	1989	Portugal	6
Greece	1989	Sweden	8
Greece	1989	Austria	12
Greece	1989	France	5
Greece	1989	Spain	10
Greece	1989	Cyprus	7
Greece	1989	Germany	3
Greece	1990	Spain	8
Greece	1990	Netherlands	1
Greece	1990	Luxembourg	4
Greece	1990	United Kingdom	5
Greece	1990	Iceland	3
Greece	1990	Switzerland	12
Greece	1990	Ireland	7
Greece	1990	Sweden	2
Greece	1990	Italy	10
Greece	1990	Cyprus	6
Greece	1991	Malta	2
Greece	1991	Switzerland	7
Greece	1991	France	8
Greece	1991	Portugal	4
Greece	1991	Israel	5
Greece	1991	Finland	1
Greece	1991	Spain	10
Greece	1991	United Kingdom	3
Greece	1991	Cyprus	12
Greece	1991	Italy	6
Greece	1992	Spain	4
Greece	1992	Portugal	2
Greece	1992	Cyprus	10
Greece	1992	Malta	7
Greece	1992	Iceland	6
Greece	1992	Austria	8
Greece	1992	Ireland	12
Greece	1992	Italy	3
Greece	1992	Yugoslavia	1
Greece	1992	Netherlands	5
Greece	1993	Switzerland	7
Greece	1993	Malta	5
Greece	1993	Iceland	4
Greece	1993	Austria	1
Greece	1993	Portugal	2
Greece	1993	France	3
Greece	1993	Ireland	6
Greece	1993	Finland	8
Greece	1993	Cyprus	10
Greece	1993	Norway	12
Greece	1994	Finland	10
Greece	1994	Cyprus	12
Greece	1994	Croatia	5
Greece	1994	Estonia	2
Greece	1994	Romania	6
Greece	1994	Malta	7
Greece	1994	Slovakia	3
Greece	1994	Norway	1
Greece	1994	Spain	8
Greece	1994	Russia	4
Greece	1995	Poland	3
Greece	1995	Ireland	4
Greece	1995	Norway	12
Greece	1995	Austria	7
Greece	1995	Spain	6
Greece	1995	Croatia	5
Greece	1995	France	2
Greece	1995	Portugal	1
Greece	1995	Cyprus	8
Greece	1995	Slovenia	10
Greece	1996	Spain	6
Greece	1996	Portugal	5
Greece	1996	Cyprus	12
Greece	1996	Malta	8
Greece	1996	Croatia	1
Greece	1996	Austria	2
Greece	1996	Ireland	10
Greece	1996	Iceland	3
Greece	1996	Poland	7
Greece	1996	Slovakia	4
Greece	1997	Cyprus	12
Greece	1997	Turkey	7
Greece	1997	Slovenia	3
Greece	1997	Italy	5
Greece	1997	Spain	6
Greece	1997	Poland	1
Greece	1997	Malta	8
Greece	1997	Denmark	2
Greece	1997	France	4
Greece	1997	United Kingdom	10
Greece	1998	Croatia	5
Greece	1998	Israel	10
Greece	1998	Germany	3
Greece	1998	Malta	6
Greece	1998	Slovenia	2
Greece	1998	Portugal	1
Greece	1998	United Kingdom	7
Greece	1998	Cyprus	12
Greece	1998	Netherlands	8
Greece	1998	Belgium	4
Greece	2001	Israel	2
Greece	2001	Russia	5
Greece	2001	Croatia	7
Greece	2001	Spain	8
Greece	2001	France	4
Greece	2001	Turkey	10
Greece	2001	Germany	1
Greece	2001	Estonia	12
Greece	2001	Malta	3
Greece	2001	Denmark	6
Greece	2002	Cyprus	12
Greece	2002	United Kingdom	7
Greece	2002	Spain	4
Greece	2002	Croatia	5
Greece	2002	Russia	2
Greece	2002	Macedonia	3
Greece	2002	Sweden	1
Greece	2002	Malta	6
Greece	2002	Romania	8
Greece	2002	Latvia	10
Greece	2003	Austria	2
Greece	2003	Turkey	7
Greece	2003	Croatia	1
Greece	2003	Cyprus	12
Greece	2003	Russia	10
Greece	2003	Spain	5
Greece	2003	Israel	3
Greece	2003	Poland	6
Greece	2003	Belgium	8
Greece	2003	Romania	4
Greece	2004	Spain	3
Greece	2004	Austria	5
Greece	2004	Serbia & Montenegro	8
Greece	2004	Malta	1
Greece	2004	Albania	10
Greece	2004	Ukraine	7
Greece	2004	Russia	2
Greece	2004	Poland	4
Greece	2004	Cyprus	12
Greece	2004	Turkey	6
Greece	2005	Hungary	2
Greece	2005	Malta	8
Greece	2005	Romania	5
Greece	2005	Norway	4
Greece	2005	Moldova	7
Greece	2005	Albania	10
Greece	2005	Cyprus	12
Greece	2005	Serbia & Montenegro	6
Greece	2005	Switzerland	3
Greece	2005	Latvia	1
Greece	2006	Moldova	1
Greece	2006	Norway	2
Greece	2006	Russia	8
Greece	2006	Romania	7
Greece	2006	Bosnia-Herzegovina	6
Greece	2006	Lithuania	4
Greece	2006	Finland	12
Greece	2006	Ukraine	5
Greece	2006	Turkey	3
Greece	2006	Armenia	10
Greece	2007	Serbia	4
Greece	2007	Ukraine	7
Greece	2007	Russia	8
Greece	2007	Bulgaria	12
Greece	2007	Belarus	5
Greece	2007	Armenia	6
Greece	2007	Moldova	10
Greece	2007	Georgia	3
Greece	2007	Romania	2
Greece	2007	Spain	1
Greece	2008	Albania	10
Greece	2008	Armenia	12
Greece	2008	Israel	1
Greece	2008	Georgia	4
Greece	2008	Ukraine	6
Greece	2008	Azerbaijan	3
Greece	2008	Spain	8
Greece	2008	Serbia	5
Greece	2008	Russia	7
Greece	2008	Norway	2
Greece	2009	France	6
Greece	2009	Croatia	2
Greece	2009	Iceland	4
Greece	2009	Azerbaijan	8
Greece	2009	Estonia	5
Greece	2009	Turkey	3
Greece	2009	Albania	7
Greece	2009	Norway	10
Greece	2009	United Kingdom	12
Greece	2009	Spain	1
Greece	2010	Azerbaijan	1
Greece	2010	Cyprus	12
Greece	2010	Belgium	6
Greece	2010	Georgia	5
Greece	2010	Albania	10
Greece	2010	Iceland	3
Greece	2010	France	8
Greece	2010	Romania	4
Greece	2010	Armenia	7
Greece	2010	Germany	2
Hungary	1994	Sweden	2
Hungary	1994	Ireland	10
Hungary	1994	United Kingdom	3
Hungary	1994	Portugal	7
Hungary	1994	Germany	12
Hungary	1994	Norway	5
Hungary	1994	Bosnia-Herzegovina	1
Hungary	1994	Greece	4
Hungary	1994	Russia	6
Hungary	1994	Poland	8
Hungary	1995	Poland	1
Hungary	1995	Norway	6
Hungary	1995	Austria	4
Hungary	1995	Spain	2
Hungary	1995	France	10
Hungary	1995	United Kingdom	7
Hungary	1995	Cyprus	12
Hungary	1995	Denmark	3
Hungary	1995	Slovenia	8
Hungary	1995	Israel	5
Hungary	1997	Turkey	6
Hungary	1997	Austria	5
Hungary	1997	Ireland	8
Hungary	1997	Italy	3
Hungary	1997	Spain	10
Hungary	1997	Germany	1
Hungary	1997	Poland	7
Hungary	1997	Estonia	4
Hungary	1997	France	2
Hungary	1997	United Kingdom	12
Hungary	1998	Poland	2
Hungary	1998	Malta	7
Hungary	1998	Ireland	6
Hungary	1998	United Kingdom	10
Hungary	1998	Cyprus	1
Hungary	1998	Netherlands	12
Hungary	1998	Sweden	8
Hungary	1998	Belgium	3
Hungary	1998	Norway	5
Hungary	1998	Estonia	4
Hungary	2005	Malta	5
Hungary	2005	Romania	10
Hungary	2005	Moldova	4
Hungary	2005	Israel	8
Hungary	2005	Serbia & Montenegro	2
Hungary	2005	Denmark	6
Hungary	2005	Croatia	7
Hungary	2005	Greece	12
Hungary	2005	Switzerland	3
Hungary	2005	Latvia	1
Hungary	2007	Serbia	12
Hungary	2007	Ukraine	3
Hungary	2007	Russia	6
Hungary	2007	Turkey	1
Hungary	2007	Bulgaria	10
Hungary	2007	Belarus	4
Hungary	2007	Greece	7
Hungary	2007	Moldova	5
Hungary	2007	Georgia	2
Hungary	2007	Romania	8
Hungary	2008	Israel	3
Hungary	2008	Turkey	5
Hungary	2008	Sweden	1
Hungary	2008	Denmark	2
Hungary	2008	Ukraine	6
Hungary	2008	Azerbaijan	12
Hungary	2008	Greece	8
Hungary	2008	Serbia	7
Hungary	2008	Russia	10
Hungary	2008	Norway	4
Hungary	2009	Iceland	7
Hungary	2009	Greece	4
Hungary	2009	Azerbaijan	10
Hungary	2009	Estonia	6
Hungary	2009	Denmark	3
Hungary	2009	Turkey	5
Hungary	2009	Albania	2
Hungary	2009	Norway	12
Hungary	2009	Ukraine	8
Hungary	2009	United Kingdom	1
Iceland	1986	Luxembourg	1
Iceland	1986	Yugoslavia	5
Iceland	1986	Norway	4
Iceland	1986	Spain	2
Iceland	1986	Switzerland	3
Iceland	1986	Ireland	8
Iceland	1986	Belgium	10
Iceland	1986	Sweden	12
Iceland	1986	Denmark	7
Iceland	1986	Finland	6
Iceland	1987	Israel	5
Iceland	1987	Sweden	8
Iceland	1987	Italy	3
Iceland	1987	Greece	1
Iceland	1987	France	4
Iceland	1987	Germany	12
Iceland	1987	Cyprus	6
Iceland	1987	Denmark	7
Iceland	1987	Yugoslavia	10
Iceland	1987	Switzerland	2
Iceland	1988	Sweden	3
Iceland	1988	United Kingdom	1
Iceland	1988	Spain	2
Iceland	1988	Israel	6
Iceland	1988	Switzerland	7
Iceland	1988	Germany	8
Iceland	1988	Denmark	10
Iceland	1988	Norway	5
Iceland	1988	Luxembourg	4
Iceland	1988	Yugoslavia	12
Iceland	1989	Israel	5
Iceland	1989	Belgium	1
Iceland	1989	Sweden	2
Iceland	1989	Denmark	10
Iceland	1989	Austria	8
Iceland	1989	Cyprus	12
Iceland	1989	Switzerland	7
Iceland	1989	Greece	4
Iceland	1989	Germany	3
Iceland	1989	Yugoslavia	6
Iceland	1990	Spain	4
Iceland	1990	Turkey	2
Iceland	1990	Denmark	7
Iceland	1990	Germany	1
Iceland	1990	France	12
Iceland	1990	Yugoslavia	10
